sale_id,store_id,region,product_name,category,quantity,unit_price,sale_date,customer_age_group
5878,Store_011,Central,Bagel,Bakery,10,0.99,2023-09-23,36-45
5879,Store_049,East,Tuna,Seafood,15,9.99,2023-05-13,36-45
5880,Store_028,West,Croissant,Bakery,12,1.99,2024-08-05,56+
5881,Store_034,South,Milk,Dairy,4,3.99,2024-03-22,26-35
5882,Store_003,West,Water,Beverages,3,0.99,2023-06-03,26-35
5883,Store_003,South,Tuna,Seafood,17,9.99,2023-11-05,46-55
5884,Store_034,South,Tuna,Seafood,10,9.99,2023-03-22,26-35
5885,Store_009,East,Milk,Dairy,3,3.99,2024-04-13,56+
5886,Store_016,West,Juice,Beverages,10,3.49,2024-08-29,46-55
5887,Store_001,North,Salmon,Seafood,10,14.99,2023-03-23,26-35
5888,Store_031,South,Apple,Produce,9,0.79,2023-03-03,46-55
5889,Store_005,East,Soda,Beverages,20,1.99,2024-09-23,56+
5890,Store_018,West,Rice,Pantry,3,2.99,2023-08-21,26-35
5891,Store_044,North,Rice,Pantry,5,2.99,2024-06-21,36-45
5892,Store_046,East,Bread,Bakery,8,2.99,2023-08-28,18-25
5893,Store_043,Central,Cheese,Dairy,16,5.99,2023-01-23,56+
5894,Store_035,Central,Beef,Meat,3,12.99,2024-12-31,18-25
5895,Store_029,East,Salmon,Seafood,6,14.99,2024-04-20,36-45
5896,Store_035,South,Orange,Produce,13,0.89,2023-02-10,36-45
5897,Store_033,West,Bread,Bakery,17,2.99,2024-02-27,26-35
5898,Store_041,East,Soda,Beverages,6,1.99,2023-01-01,56+
5899,Store_033,South,Croissant,Bakery,4,1.99,2024-04-27,46-55
5900,Store_045,Central,Pork,Meat,18,7.99,2023-09-19,36-45
5901,Store_030,East,Salmon,Seafood,19,14.99,2024-10-05,
5902,Store_022,West,Pasta,Pantry,16,1.49,2024-02-25,46-55
5903,Store_022,South,Chicken,Meat,19,8.99,2024-05-02,36-45
5904,Store_024,South,Pasta,Pantry,7,1.49,2023-12-06,18-25
5905,Store_003,West,Rice,Pantry,16,2.99,2024-01-01,36-45
5906,Store_037,Central,Milk,Dairy,7,3.99,2024-04-14,56+
5907,Store_050,South,Tuna,Seafood,12,9.99,2023-06-15,36-45
5908,Store_018,East,Juice,Beverages,13,3.49,2023-11-16,18-25
5909,Store_012,North,Rice,Pantry,8,2.99,2024-03-12,46-55
5910,Store_038,South,Soda,Beverages,7,1.99,2024-03-25,26-35
5911,Store_022,West,Chicken,Meat,14,8.99,2024-01-20,56+
5912,Store_048,Central,Yogurt,Dairy,2,2.49,2023-08-24,56+
5913,Store_022,West,Tuna,Seafood,3,9.99,2023-07-18,56+
5914,Store_050,Central,Water,Beverages,19,0.99,2024-11-16,56+
5915,Store_019,West,Soda,Beverages,10,1.99,2023-11-23,46-55
5916,Store_004,West,Bread,Bakery,17,2.99,2023-01-03,26-35
5917,Store_024,East,Yogurt,Dairy,16,2.49,2024-04-26,36-45
5918,Store_021,South,Croissant,Bakery,9,1.99,2024-08-28,26-35
5919,Store_017,North,Water,Beverages,3,0.99,2024-03-27,56+
5920,Store_033,South,Cheese,Dairy,2,5.99,2023-06-03,56+
5921,Store_041,West,Rice,Pantry,8,2.99,2024-02-16,46-55
5922,Store_008,North,Chicken,Meat,14,8.99,2023-08-23,56+
5923,Store_018,West,Water,Beverages,15,0.99,2024-02-09,46-55
5924,Store_049,East,Water,Beverages,19,0.99,2024-11-04,46-55
5925,Store_035,Central,Croissant,Bakery,18,1.99,2024-02-16,56+
5926,Store_034,Central,Croissant,Bakery,11,1.99,2024-04-07,36-45
5927,Store_041,North,Bagel,Bakery,2,0.99,2024-04-10,18-25
5928,Store_012,Central,Bagel,Bakery,14,,2023-05-11,
5929,Store_007,Central,Bagel,Bakery,2,0.99,2024-06-26,26-35
5930,Store_019,East,Chicken,Meat,5,8.99,2024-11-29,56+
5931,Store_012,Central,Water,Beverages,2,0.99,2024-01-19,36-45
5932,Store_010,South,Bread,Bakery,13,2.99,2024-05-22,46-55
5933,Store_039,North,Pasta,Pantry,12,1.49,2024-12-28,56+
5934,Store_022,East,Juice,Beverages,18,3.49,2024-02-12,26-35
5935,Store_031,West,Salmon,Seafood,18,14.99,2023-01-28,18-25
5936,Store_006,South,Cheese,Dairy,12,5.99,2024-08-18,26-35
5937,Store_026,West,Croissant,Bakery,7,1.99,2023-08-03,18-25
5938,Store_024,North,Rice,Pantry,9,2.99,2024-11-24,36-45
5939,Store_032,West,Apple,Produce,11,0.79,2024-10-08,26-35
5940,Store_048,South,Salmon,Seafood,7,14.99,2024-11-29,56+
5941,Store_009,South,Bread,Bakery,16,2.99,2023-08-16,56+
5942,Store_020,West,Beef,Meat,19,12.99,2024-06-12,56+
5943,Store_013,West,Yogurt,Dairy,1,2.49,2024-03-24,46-55
5944,Store_033,South,Beef,Meat,3,12.99,2023-12-01,36-45
5945,Store_005,North,Pasta,Pantry,2,1.49,2023-08-06,46-55
5946,Store_039,South,Tuna,Seafood,12,9.99,2023-06-23,18-25
5947,Store_014,West,Orange,Produce,16,0.89,2024-01-22,46-55
5948,Store_017,West,Pasta,Pantry,20,1.49,2023-06-27,36-45
5949,Store_027,Central,Salmon,Seafood,11,14.99,2023-04-16,18-25
5950,Store_007,Central,Juice,Beverages,13,3.49,2024-08-24,18-25
5951,Store_050,West,Pasta,Pantry,18,1.49,2023-06-10,46-55
5952,Store_037,West,Soda,Beverages,10,,2023-12-11,26-35
5953,Store_007,North,Pork,Meat,5,7.99,2023-03-03,
5954,Store_001,South,Pasta,Pantry,9,1.49,2024-12-17,18-25
5955,Store_005,North,Milk,Dairy,10,3.99,2023-02-25,18-25
5956,Store_008,East,Cheese,Dairy,12,5.99,2024-08-27,36-45
5957,Store_049,East,Yogurt,Dairy,6,2.49,2023-05-25,
5958,Store_010,East,Bread,Bakery,13,2.99,2023-10-11,18-25
5959,Store_032,Central,Rice,Pantry,15,2.99,2024-07-01,18-25
5960,Store_011,Central,Water,Beverages,7,0.99,2024-08-09,26-35
5961,Store_038,East,Salmon,Seafood,9,14.99,2023-11-19,26-35
5962,Store_034,North,Banana,Produce,19,0.29,2024-10-03,26-35
5963,Store_036,East,Bread,Bakery,15,2.99,2024-07-13,36-45
5964,Store_006,East,Bread,Bakery,19,2.99,2024-10-30,36-45
5965,Store_044,East,Milk,Dairy,13,3.99,2023-05-05,26-35
5966,Store_026,South,Croissant,Bakery,6,1.99,2023-06-20,26-35
5967,Store_043,East,Croissant,Bakery,1,1.99,2023-11-15,56+
5968,Store_045,Central,Apple,Produce,19,0.79,2023-11-02,36-45
5969,Store_037,East,Cheese,Dairy,5,5.99,2023-05-05,46-55
5970,Store_044,North,Yogurt,Dairy,6,2.49,2024-01-26,36-45
5971,Store_015,East,Salmon,Seafood,14,14.99,2023-11-23,36-45
5972,Store_038,East,Milk,Dairy,4,3.99,2023-02-21,36-45
5973,Store_050,North,Milk,Dairy,18,3.99,2024-03-28,36-45
5974,Store_018,South,Cereal,Pantry,15,4.49,2023-05-03,26-35
5975,Store_009,South,Yogurt,Dairy,5,2.49,2023-02-25,18-25
5976,Store_038,Central,Banana,Produce,3,0.29,2023-09-29,26-35
5977,Store_039,Central,Cereal,Pantry,19,4.49,2024-11-05,46-55
5978,Store_036,South,Tuna,Seafood,19,9.99,2024-03-27,36-45
5979,Store_019,South,Cereal,Pantry,16,4.49,2024-12-14,46-55
5980,Store_017,South,Bagel,Bakery,16,0.99,2023-12-27,36-45
5981,Store_014,West,Bagel,Bakery,8,0.99,2023-03-26,26-35
5982,Store_001,South,Yogurt,Dairy,9,2.49,2023-01-22,26-35
5983,Store_041,North,Apple,Produce,5,0.79,2024-01-17,46-55
5984,Store_048,West,Cheese,Dairy,11,5.99,2024-10-08,18-25
5985,Store_030,West,Tuna,Seafood,3,9.99,2023-03-29,18-25
5986,Store_004,North,Orange,Produce,10,0.89,2024-04-13,18-25
5987,Store_029,West,Water,Beverages,3,0.99,2024-07-25,56+
5988,Store_031,South,Cereal,Pantry,19,4.49,2023-05-30,46-55
5989,Store_011,East,Shrimp,Seafood,6,11.99,2024-09-13,18-25
5990,Store_043,West,Beef,Meat,13,12.99,2024-02-02,36-45
5991,Store_009,Central,Tuna,Seafood,18,9.99,2024-05-18,36-45
5992,Store_007,West,Croissant,Bakery,4,1.99,2023-04-18,18-25
5993,Store_021,Central,Salmon,Seafood,20,14.99,2024-06-21,26-35
5994,Store_045,East,Beef,Meat,10,12.99,2024-05-03,18-25
5995,Store_037,South,Beef,Meat,4,12.99,2023-04-10,36-45
5996,Store_003,West,Juice,Beverages,18,3.49,2024-09-28,46-55
5997,Store_028,South,Bagel,Bakery,12,0.99,2024-01-10,56+
5998,Store_033,East,Cereal,Pantry,20,4.49,2024-08-24,26-35
5999,Store_017,North,Pork,Meat,17,7.99,2024-06-10,18-25
6000,Store_048,Central,Pork,Meat,18,7.99,2023-02-09,18-25
6001,Store_040,Central,Water,Beverages,1,0.99,2023-04-11,36-45
6002,Store_013,Central,Milk,Dairy,2,3.99,2024-04-15,18-25
6003,Store_017,Central,Orange,Produce,1,0.89,2024-06-10,26-35
6004,Store_035,Central,Rice,Pantry,14,2.99,2024-02-05,26-35
6005,Store_034,South,Cereal,Pantry,1,4.49,2023-12-23,18-25
6006,Store_017,South,Water,Beverages,6,0.99,2023-01-24,36-45
6007,Store_033,South,Cheese,Dairy,6,5.99,2023-09-16,56+
6008,Store_024,South,Bread,Bakery,10,2.99,2024-10-18,18-25
6009,Store_029,East,Croissant,Bakery,14,1.99,2023-05-23,18-25
6010,Store_034,South,Soda,Beverages,14,1.99,2023-01-09,26-35
6011,Store_043,North,Apple,Produce,3,0.79,2024-03-04,26-35
6012,Store_021,East,Chicken,Meat,2,8.99,2023-07-03,18-25
6013,Store_033,South,Shrimp,Seafood,18,11.99,2024-10-25,46-55
6014,Store_039,East,Croissant,Bakery,13,1.99,2023-12-07,18-25
6015,Store_001,East,Bread,Bakery,20,2.99,2023-04-15,26-35
6016,Store_012,Central,Apple,Produce,19,0.79,2023-02-14,56+
6017,Store_045,South,Orange,Produce,19,0.89,2024-08-09,26-35
6018,Store_042,West,Cheese,Dairy,8,5.99,2023-08-01,
6019,Store_025,North,Orange,Produce,3,0.89,2023-06-26,18-25
6020,Store_011,East,Bread,Bakery,16,2.99,2023-08-20,56+
6021,Store_024,East,Croissant,Bakery,11,1.99,2024-02-24,36-45
6022,Store_013,East,Pasta,Pantry,20,1.49,2023-05-19,46-55
6023,Store_041,South,Pasta,Pantry,20,1.49,2023-02-17,46-55
6024,Store_009,South,Milk,Dairy,15,3.99,2023-01-17,18-25
6025,Store_040,North,Bread,Bakery,3,2.99,2023-05-30,18-25
6026,Store_017,East,Orange,Produce,9,0.89,2024-05-20,26-35
6027,Store_028,East,Orange,Produce,9,0.89,2023-08-18,26-35
6028,Store_038,South,Pork,Meat,3,7.99,2024-11-15,18-25
6029,Store_019,South,Rice,Pantry,5,2.99,2024-12-29,36-45
6030,Store_037,East,Pasta,Pantry,12,1.49,2024-12-17,56+
6031,Store_047,North,Salmon,Seafood,6,14.99,2023-01-28,56+
6032,Store_050,East,Tuna,Seafood,19,9.99,2024-08-31,26-35
6033,Store_002,West,Shrimp,Seafood,9,11.99,2023-05-22,56+
6034,Store_036,East,Water,Beverages,13,0.99,2024-08-13,36-45
6035,Store_001,South,Water,Beverages,15,0.99,2024-06-26,18-25
6036,Store_020,North,Pork,Meat,19,7.99,2023-10-10,46-55
6037,Store_048,Central,Tuna,Seafood,12,9.99,2024-06-20,36-45
6038,Store_018,South,Bagel,Bakery,2,0.99,2024-05-09,
6039,Store_013,West,Shrimp,Seafood,6,11.99,2023-11-10,56+
6040,Store_006,North,Salmon,Seafood,5,14.99,2024-09-27,46-55
6041,Store_050,South,Banana,Produce,2,0.29,2024-03-30,46-55
6042,Store_043,South,Pork,Meat,12,7.99,2024-02-29,26-35
6043,Store_024,South,Cheese,Dairy,14,5.99,2023-07-27,46-55
6044,Store_036,North,Beef,Meat,18,12.99,2024-05-25,36-45
6045,Store_034,Central,Yogurt,Dairy,11,2.49,2024-05-22,18-25
6046,Store_002,Central,Bread,Bakery,1,2.99,2024-05-14,36-45
6047,Store_048,South,Pasta,Pantry,5,1.49,2024-09-09,36-45
6048,Store_023,West,Croissant,Bakery,2,1.99,2023-10-22,56+
6049,Store_014,West,Water,Beverages,15,0.99,2023-06-06,56+
6050,Store_036,Central,Salmon,Seafood,2,14.99,2023-01-25,36-45
6051,Store_039,North,Shrimp,Seafood,9,11.99,2024-03-05,56+
6052,Store_001,South,Apple,Produce,13,0.79,2024-08-07,36-45
6053,Store_046,Central,Apple,Produce,11,0.79,2023-11-10,36-45
6054,Store_036,West,Pasta,Pantry,10,1.49,2024-02-01,36-45
6055,Store_036,North,Banana,Produce,15,0.29,2023-11-28,56+
6056,Store_040,North,Orange,Produce,15,0.89,2024-05-06,18-25
6057,Store_014,South,Bagel,Bakery,16,,2023-02-26,18-25
6058,Store_007,North,Beef,Meat,15,12.99,2024-05-12,36-45
6059,Store_047,Central,Water,Beverages,2,0.99,2024-03-31,46-55
6060,Store_020,Central,Bread,Bakery,11,2.99,2024-02-29,36-45
6061,Store_039,South,Bread,Bakery,6,2.99,2023-02-16,18-25
6062,Store_047,South,Juice,Beverages,12,3.49,2024-04-28,36-45
6063,Store_026,East,Milk,Dairy,13,3.99,2023-02-08,18-25
6064,Store_030,East,Yogurt,Dairy,6,2.49,2023-09-27,26-35
6065,Store_037,North,Shrimp,Seafood,6,11.99,2024-09-15,36-45
6066,Store_046,East,Rice,Pantry,18,2.99,2024-04-15,36-45
6067,Store_035,East,Tuna,Seafood,13,9.99,2024-07-26,26-35
6068,Store_028,East,Water,Beverages,7,0.99,2024-08-07,26-35
6069,Store_048,East,Beef,Meat,8,12.99,2023-04-17,
6070,Store_023,South,Chicken,Meat,7,8.99,2024-04-02,56+
6071,Store_046,Central,Croissant,Bakery,13,1.99,2024-02-12,56+
6072,Store_031,East,Bread,Bakery,7,2.99,2023-03-11,18-25
6073,Store_032,Central,Cereal,Pantry,3,4.49,2024-03-15,36-45
6074,Store_046,South,Chicken,Meat,14,8.99,2023-05-16,18-25
6075,Store_009,South,Apple,Produce,17,0.79,2023-06-29,18-25
6076,Store_035,South,Bagel,Bakery,14,0.99,2024-05-05,36-45
6077,Store_033,South,Bagel,Bakery,1,0.99,2024-07-29,36-45
6078,Store_022,West,Beef,Meat,14,12.99,2023-07-10,26-35
6079,Store_004,South,Milk,Dairy,3,3.99,2024-10-20,26-35
6080,Store_016,Central,Shrimp,Seafood,1,11.99,2023-12-27,26-35
6081,Store_012,West,Bagel,Bakery,6,0.99,2023-02-20,46-55
6082,Store_036,South,Bagel,Bakery,20,0.99,2023-12-24,18-25
6083,Store_010,South,Juice,Beverages,13,3.49,2023-02-25,46-55
6084,Store_006,South,Salmon,Seafood,15,14.99,2023-05-12,56+
6085,Store_004,East,Tuna,Seafood,12,9.99,2023-01-05,26-35
6086,Store_015,South,Apple,Produce,7,0.79,2023-05-16,18-25
6087,Store_002,North,Orange,Produce,20,0.89,2024-01-13,56+
6088,Store_005,South,Pork,Meat,18,7.99,2024-09-11,26-35
6089,Store_043,North,Soda,Beverages,9,1.99,2024-12-28,26-35
6090,Store_027,South,Apple,Produce,16,0.79,2024-02-14,56+
6091,Store_020,North,Water,Beverages,15,0.99,2024-10-24,46-55
6092,Store_040,Central,Pork,Meat,12,7.99,2023-10-19,56+
6093,Store_036,South,Banana,Produce,11,0.29,2023-02-22,26-35
6094,Store_038,North,Soda,Beverages,16,1.99,2023-07-18,46-55
6095,Store_036,Central,Milk,Dairy,6,3.99,2024-08-02,18-25
6096,Store_024,East,Yogurt,Dairy,5,2.49,2023-01-11,
6097,Store_031,Central,Cheese,Dairy,15,5.99,2024-07-05,26-35
6098,Store_005,North,Bagel,Bakery,13,0.99,2023-07-17,26-35
6099,Store_027,West,Soda,Beverages,20,1.99,2023-10-02,
6100,Store_038,East,Chicken,Meat,4,8.99,2023-06-16,56+
6101,Store_032,East,Soda,Beverages,2,1.99,2024-03-19,26-35
6102,Store_014,South,Croissant,Bakery,8,1.99,2024-03-15,36-45
6103,Store_047,West,Yogurt,Dairy,14,2.49,2023-11-20,46-55
6104,Store_039,East,Yogurt,Dairy,16,2.49,2023-05-17,
6105,Store_046,Central,Pasta,Pantry,4,1.49,2024-02-06,46-55
6106,Store_014,Central,Yogurt,Dairy,15,2.49,2023-06-30,46-55
6107,Store_008,North,Milk,Dairy,13,3.99,2023-06-12,36-45
6108,Store_005,North,Tuna,Seafood,3,,2024-08-14,18-25
6109,Store_047,South,Cereal,Pantry,7,4.49,2023-10-10,26-35
6110,Store_043,West,Rice,Pantry,18,2.99,2023-03-30,18-25
6111,Store_030,North,Shrimp,Seafood,12,11.99,2024-08-05,46-55
6112,Store_048,Central,Apple,Produce,4,0.79,2024-12-27,36-45
6113,Store_035,East,Bread,Bakery,9,2.99,2023-02-12,56+
6114,Store_007,East,Milk,Dairy,15,3.99,2023-04-24,56+
6115,Store_035,North,Bread,Bakery,4,2.99,2023-02-15,36-45
6116,Store_004,South,Water,Beverages,1,0.99,2024-12-23,18-25
6117,Store_022,Central,Shrimp,Seafood,19,11.99,2024-07-07,46-55
6118,Store_013,East,Yogurt,Dairy,14,2.49,2023-04-09,26-35
6119,Store_037,East,Tuna,Seafood,3,9.99,2023-01-15,36-45
6120,Store_007,West,Milk,Dairy,20,3.99,2024-07-21,
6121,Store_043,East,Tuna,Seafood,4,9.99,2024-06-20,26-35
6122,Store_022,Central,Yogurt,Dairy,14,2.49,2024-09-25,56+
6123,Store_041,East,Cereal,Pantry,14,4.49,2024-05-21,56+
6124,Store_020,West,Banana,Produce,20,0.29,2023-09-04,56+
6125,Store_008,South,Juice,Beverages,16,3.49,2024-12-06,46-55
6126,Store_008,South,Bread,Bakery,6,2.99,2024-08-13,36-45
6127,Store_011,North,Bread,Bakery,18,2.99,2024-12-18,36-45
6128,Store_046,West,Croissant,Bakery,15,1.99,2023-11-28,
6129,Store_016,West,Pasta,Pantry,3,1.49,2023-06-13,36-45
6130,Store_021,North,Bagel,Bakery,8,0.99,2024-08-31,26-35
6131,Store_041,Central,Bagel,Bakery,7,0.99,2024-04-24,46-55
6132,Store_026,Central,Milk,Dairy,8,3.99,2024-02-02,56+
6133,Store_026,North,Milk,Dairy,13,3.99,2024-02-27,26-35
6134,Store_042,North,Soda,Beverages,9,1.99,2023-08-31,18-25
6135,Store_013,Central,Cheese,Dairy,4,5.99,2024-03-23,18-25
6136,Store_007,West,Salmon,Seafood,2,14.99,2024-03-10,18-25
6137,Store_009,East,Water,Beverages,9,0.99,2023-05-18,18-25
6138,Store_038,West,Banana,Produce,18,0.29,2023-06-15,18-25
6139,Store_014,South,Shrimp,Seafood,8,11.99,2023-01-01,56+
6140,Store_042,South,Pork,Meat,8,7.99,2024-11-20,46-55
6141,Store_034,South,Shrimp,Seafood,7,11.99,2024-05-12,36-45
6142,Store_026,North,Soda,Beverages,1,1.99,2024-08-08,36-45
6143,Store_048,West,Rice,Pantry,15,2.99,2024-06-25,36-45
6144,Store_042,West,Orange,Produce,10,0.89,2024-12-22,26-35
6145,Store_003,North,Tuna,Seafood,10,9.99,2024-10-22,36-45
6146,Store_042,East,Banana,Produce,16,0.29,2024-07-03,46-55
6147,Store_024,North,Shrimp,Seafood,7,11.99,2023-12-07,46-55
6148,Store_021,West,Croissant,Bakery,1,1.99,2024-02-12,26-35
6149,Store_019,Central,Bagel,Bakery,11,0.99,2024-10-28,26-35
6150,Store_011,South,Bread,Bakery,2,2.99,2023-07-05,36-45
6151,Store_041,Central,Banana,Produce,11,0.29,2023-03-02,36-45
6152,Store_008,Central,Rice,Pantry,13,2.99,2023-06-13,26-35
6153,Store_024,Central,Beef,Meat,17,12.99,2024-04-17,56+
6154,Store_026,Central,Soda,Beverages,8,1.99,2023-05-01,56+
6155,Store_047,North,Pork,Meat,8,7.99,2024-09-30,26-35
6156,Store_018,Central,Tuna,Seafood,13,9.99,2023-04-06,
6157,Store_026,Central,Cheese,Dairy,7,5.99,2023-11-09,18-25
6158,Store_045,Central,Juice,Beverages,3,3.49,2023-06-29,56+
6159,Store_049,North,Banana,Produce,20,0.29,2024-06-28,36-45
6160,Store_009,Central,Bagel,Bakery,14,0.99,2024-04-03,36-45
6161,Store_032,West,Rice,Pantry,3,2.99,2024-12-17,18-25
6162,Store_017,South,Water,Beverages,5,0.99,2024-09-10,26-35
6163,Store_014,South,Cereal,Pantry,10,4.49,2024-12-19,56+
6164,Store_005,Central,Chicken,Meat,14,8.99,2023-01-24,36-45
6165,Store_005,South,Yogurt,Dairy,15,2.49,2024-05-29,
6166,Store_030,South,Cereal,Pantry,14,4.49,2023-12-01,36-45
6167,Store_047,North,Juice,Beverages,2,3.49,2024-07-04,36-45
6168,Store_047,East,Croissant,Bakery,14,1.99,2024-06-13,56+
6169,Store_006,West,Tuna,Seafood,16,9.99,2024-09-10,46-55
6170,Store_039,West,Yogurt,Dairy,8,2.49,2023-05-16,46-55
6171,Store_037,South,Juice,Beverages,11,3.49,2023-07-24,26-35
6172,Store_034,Central,Cereal,Pantry,5,4.49,2024-11-05,36-45
6173,Store_020,Central,Chicken,Meat,13,8.99,2023-11-25,46-55
6174,Store_035,Central,Beef,Meat,20,12.99,2023-11-06,
6175,Store_028,East,Cereal,Pantry,11,4.49,2024-05-17,
6176,Store_045,Central,Orange,Produce,16,0.89,2023-11-26,36-45
6177,Store_023,Central,Bread,Bakery,4,2.99,2024-03-10,26-35
6178,Store_021,West,Apple,Produce,16,0.79,2024-10-22,18-25
6179,Store_018,West,Water,Beverages,18,0.99,2024-09-28,36-45
6180,Store_025,West,Chicken,Meat,10,8.99,2023-02-10,56+
6181,Store_035,South,Pasta,Pantry,12,1.49,2024-02-03,56+
6182,Store_028,Central,Apple,Produce,2,0.79,2023-04-14,56+
6183,Store_026,South,Croissant,Bakery,3,1.99,2024-02-10,26-35
6184,Store_022,North,Juice,Beverages,16,3.49,2023-10-26,46-55
6185,Store_014,West,Soda,Beverages,14,1.99,2024-07-02,36-45
6186,Store_050,North,Cheese,Dairy,12,5.99,2024-05-20,26-35
6187,Store_030,South,Bagel,Bakery,4,0.99,2024-05-11,46-55
6188,Store_012,South,Pork,Meat,15,7.99,2024-08-09,
6189,Store_010,Central,Milk,Dairy,1,3.99,2023-08-06,26-35
6190,Store_004,North,Croissant,Bakery,5,1.99,2023-02-27,56+
6191,Store_037,West,Cereal,Pantry,1,4.49,2024-06-26,36-45
6192,Store_006,West,Cheese,Dairy,13,5.99,2024-10-30,18-25
6193,Store_036,East,Juice,Beverages,2,3.49,2023-09-03,36-45
6194,Store_004,East,Milk,Dairy,10,3.99,2023-06-19,18-25
6195,Store_030,Central,Soda,Beverages,6,1.99,2023-06-30,46-55
6196,Store_025,East,Bagel,Bakery,16,0.99,2024-02-25,56+
6197,Store_048,North,Pasta,Pantry,12,1.49,2023-09-02,18-25
6198,Store_005,North,Cheese,Dairy,6,5.99,2023-04-24,18-25
6199,Store_025,Central,Soda,Beverages,10,1.99,2024-07-05,18-25
6200,Store_034,Central,Water,Beverages,19,0.99,2024-01-08,36-45
6201,Store_029,South,Cereal,Pantry,10,4.49,2023-06-10,46-55
6202,Store_010,North,Rice,Pantry,18,2.99,2023-04-05,56+
6203,Store_014,Central,Soda,Beverages,9,1.99,2024-04-15,26-35
6204,Store_023,West,Tuna,Seafood,5,9.99,2024-09-24,26-35
6205,Store_009,East,Soda,Beverages,14,1.99,2023-11-14,56+
6206,Store_043,West,Yogurt,Dairy,10,2.49,2023-10-17,46-55
6207,Store_042,Central,Pork,Meat,20,7.99,2024-06-23,46-55
6208,Store_041,South,Juice,Beverages,2,3.49,2023-08-22,56+
6209,Store_011,West,Salmon,Seafood,3,14.99,2024-05-27,26-35
6210,Store_001,Central,Cereal,Pantry,2,4.49,2024-05-21,56+
6211,Store_017,South,Tuna,Seafood,8,9.99,2024-07-16,56+
6212,Store_008,North,Bread,Bakery,16,2.99,2024-11-09,56+
6213,Store_001,West,Croissant,Bakery,10,1.99,2024-04-19,18-25
6214,Store_029,East,Orange,Produce,9,0.89,2024-08-09,18-25
6215,Store_009,North,Cereal,Pantry,6,4.49,2024-05-03,46-55
6216,Store_013,East,Tuna,Seafood,11,9.99,2023-08-02,36-45
6217,Store_030,West,Rice,Pantry,8,2.99,2023-11-04,46-55
6218,Store_003,West,Bread,Bakery,6,2.99,2023-02-19,36-45
6219,Store_012,North,Bread,Bakery,16,2.99,2024-02-23,56+
6220,Store_022,West,Orange,Produce,13,0.89,2024-08-13,56+
6221,Store_049,Central,Banana,Produce,8,0.29,2023-02-12,36-45
6222,Store_031,South,Pasta,Pantry,15,,2024-02-14,
6223,Store_010,Central,Shrimp,Seafood,20,11.99,2024-10-27,46-55
6224,Store_033,Central,Apple,Produce,20,0.79,2024-07-14,18-25
6225,Store_029,East,Juice,Beverages,2,3.49,2024-06-16,56+
6226,Store_031,West,Yogurt,Dairy,4,2.49,2024-06-23,36-45
6227,Store_013,South,Orange,Produce,17,0.89,2024-01-14,36-45
6228,Store_035,Central,Tuna,Seafood,10,9.99,2024-11-01,56+
6229,Store_014,East,Tuna,Seafood,9,9.99,2024-12-23,56+
6230,Store_045,South,Chicken,Meat,6,8.99,2023-02-10,56+
6231,Store_022,South,Cereal,Pantry,4,4.49,2024-04-20,
6232,Store_036,South,Yogurt,Dairy,10,2.49,2023-09-28,36-45
6233,Store_026,West,Croissant,Bakery,4,1.99,2024-06-24,46-55
6234,Store_045,East,Banana,Produce,17,0.29,2024-03-09,46-55
6235,Store_020,South,Milk,Dairy,11,3.99,2023-10-07,36-45
6236,Store_019,Central,Bread,Bakery,13,2.99,2024-03-14,56+
6237,Store_044,East,Juice,Beverages,20,3.49,2024-02-16,18-25
6238,Store_041,West,Chicken,Meat,19,8.99,2024-11-02,18-25
6239,Store_002,East,Salmon,Seafood,5,14.99,2024-02-07,36-45
6240,Store_026,Central,Cereal,Pantry,1,4.49,2023-11-03,56+
6241,Store_019,North,Shrimp,Seafood,5,11.99,2023-11-30,18-25
6242,Store_011,West,Bread,Bakery,16,2.99,2024-05-12,36-45
6243,Store_008,South,Yogurt,Dairy,16,2.49,2024-01-14,26-35
6244,Store_001,East,Bread,Bakery,18,2.99,2023-05-30,18-25
6245,Store_050,Central,Banana,Produce,16,0.29,2024-05-20,
6246,Store_007,East,Milk,Dairy,3,3.99,2024-11-12,46-55
6247,Store_008,West,Shrimp,Seafood,20,11.99,2024-06-01,36-45
6248,Store_017,Central,Shrimp,Seafood,14,11.99,2023-11-20,56+
6249,Store_046,East,Pasta,Pantry,20,1.49,2023-02-02,18-25
6250,Store_014,Central,Banana,Produce,11,0.29,2023-10-14,56+
6251,Store_050,Central,Tuna,Seafood,17,9.99,2024-07-08,46-55
6252,Store_014,North,Juice,Beverages,12,3.49,2023-07-29,18-25
6253,Store_050,Central,Bagel,Bakery,5,0.99,2023-08-14,36-45
6254,Store_038,South,Shrimp,Seafood,11,11.99,2024-03-18,36-45
6255,Store_045,South,Milk,Dairy,4,3.99,2024-04-20,56+
6256,Store_037,Central,Juice,Beverages,11,3.49,2023-01-12,36-45
6257,Store_029,East,Cheese,Dairy,18,5.99,2023-03-02,26-35
6258,Store_012,West,Juice,Beverages,20,3.49,2024-01-03,36-45
6259,Store_029,East,Water,Beverages,18,0.99,2023-06-26,18-25
6260,Store_032,East,Croissant,Bakery,15,1.99,2024-07-24,36-45
6261,Store_002,South,Pork,Meat,14,7.99,2024-03-15,36-45
6262,Store_029,Central,Milk,Dairy,6,3.99,2023-08-05,18-25
6263,Store_021,South,Yogurt,Dairy,9,2.49,2023-08-27,36-45
