track_id,track_name,artist,album,genre,duration_ms,popularity,danceability,energy,tempo,release_date,streams
TRK02021,Wild Love,Travis Scott,Album 1,Electronic,192691,55,0.9,0.36,101.1,2018-09-25,11062894
TRK02022,Dark Fire,Billie Eilish,Album 44,Indie,162579,63,0.229,0.863,89.7,2023-02-16,14357021
TRK02023,Midnight Hearts,SZA,Album 3,R&B,246785,51,0.628,0.349,124.2,2022-07-25,8913587
TRK02024,Electric Memories,Olivia Rodrigo,Album 47,Country,186703,20,0.876,0.961,152.5,2017-04-20,3989589
TRK02025,Wild Rain,Ariana Grande,Album 33,R&B,246495,19,0.083,0.8,166.8,2021-05-03,26611857
TRK02026,Bright Echoes,Coldplay,Album 7,Hip-Hop,292243,44,0.985,0.658,116.2,2022-07-16,110131
TRK02027,Neon Nights,Ariana Grande,Album 10,Hip-Hop,225505,75,0.454,0.077,154.6,2018-07-23,8226239
TRK02028,Midnight Stars,Taylor Swift,Album 1,R&B,229336,5,0.285,0.03,74.0,2023-04-16,11595336
TRK02029,Bright Memories,Post Malone,Album 31,Indie,279808,16,0.078,0.238,72.5,2022-01-25,29945668
TRK02030,Midnight Hearts,Coldplay,Album 8,Latin,187638,78,0.945,0.163,100.9,2022-03-15,21055715
TRK02031,Dark Shadows,Maroon 5,Album 12,Latin,283574,25,0.396,0.148,194.8,2024-03-25,40483000
TRK02032,Midnight Hearts,Taylor Swift,Album 21,R&B,147963,31,0.762,0.787,142.7,2019-06-30,9979982
TRK02033,Midnight Stars,Ed Sheeran,Album 27,Indie,207964,49,0.433,0.803,164.9,2021-03-29,30188083
TRK02034,Wild Hearts,Dua Lipa,Album 46,Country,174216,59,0.988,0.659,88.3,2024-01-14,45792962
TRK02035,Lost Shadows,Billie Eilish,Album 38,Latin,327388,15,0.668,0.016,160.2,2015-02-08,19119203
TRK02036,Endless Love,SZA,Album 5,Hip-Hop,322017,29,0.114,0.029,72.3,2015-10-21,43459403
TRK02037,Neon Shadows,Maroon 5,Album 26,Hip-Hop,345820,67,0.534,0.06,178.1,2024-10-13,8530119
TRK02038,Golden Dreams,Justin Bieber,Album 12,Electronic,140308,3,0.68,0.002,129.3,2015-04-22,7068791
TRK02039,Lost Rain,Taylor Swift,Album 29,Country,156945,62,0.958,0.709,112.5,2017-06-11,17621274
TRK02040,Bright Echoes,Ed Sheeran,Album 19,Latin,349542,72,0.865,0.562,143.2,2017-02-19,49502360
TRK02041,Electric Hearts,Coldplay,Album 8,Electronic,317495,28,0.475,0.652,171.4,2019-03-13,43990987
TRK02042,Golden Nights,Taylor Swift,Album 46,Country,131252,66,0.83,0.065,152.8,2023-04-22,34093296
TRK02043,Golden Shadows,Olivia Rodrigo,Album 25,Latin,334155,85,0.096,0.274,184.8,2023-01-03,34931719
TRK02044,Lost Memories,BTS,Album 28,Indie,354225,48,0.052,0.511,190.8,2023-02-15,20789377
TRK02045,Dark Nights,Dua Lipa,Album 30,Country,243502,68,0.569,0.613,182.2,2022-05-04,39585593
TRK02046,Bright Memories,Ariana Grande,Album 23,Indie,347169,30,0.094,0.392,61.1,2023-01-13,37358736
TRK02047,Midnight Rain,Harry Styles,Album 45,Pop,277043,93,0.291,0.018,107.0,2021-01-06,22316021
TRK02048,Wild Stars,Maroon 5,Album 32,Latin,352809,11,0.755,0.761,100.0,2018-08-15,34443205
TRK02049,Midnight Hearts,Imagine Dragons,Album 44,Country,342339,59,0.435,0.659,141.0,2018-11-06,35509565
TRK02050,Silent Dreams,Travis Scott,Album 7,Latin,228413,11,0.706,0.458,89.8,2015-09-04,12123348
TRK02051,Lost Nights,Bad Bunny,Album 35,Rock,138983,54,0.256,0.443,168.6,2020-01-24,6885276
TRK02052,Dark Hearts,Maroon 5,Album 48,Pop,171194,66,0.882,0.365,139.1,2020-03-03,21267213
TRK02053,Golden Stars,Ed Sheeran,Album 27,Hip-Hop,169101,90,0.372,0.944,175.4,2021-08-21,33931993
TRK02054,Lost Fire,The Weeknd,Album 10,Hip-Hop,232905,61,0.837,0.7,117.7,2015-01-26,268962
TRK02055,Wild Shadows,Kendrick Lamar,Album 2,Hip-Hop,207174,84,0.468,0.164,194.0,2024-12-06,13178852
TRK02056,Bright Memories,BTS,Album 22,Pop,207109,27,0.121,0.044,141.2,2019-01-05,10222872
TRK02057,Endless Dreams,Bad Bunny,Album 10,Country,233049,51,0.14,0.44,104.4,2017-10-29,30833979
TRK02058,Golden Dreams,Taylor Swift,Album 6,Electronic,290527,82,0.065,0.3,136.2,2023-05-22,38794979
TRK02059,Midnight Love,Kendrick Lamar,Album 50,Indie,353342,95,0.355,0.376,150.4,2024-03-13,13470437
TRK02060,Golden Fire,Doja Cat,Album 6,R&B,250786,7,0.885,0.575,116.4,2015-06-08,37559569
TRK02061,Lost Echoes,The Weeknd,Album 28,Pop,128751,10,0.15,0.586,130.3,2017-07-12,42594828
TRK02062,Neon Nights,The Weeknd,Album 27,Electronic,332345,83,0.577,0.185,72.5,2021-01-19,43210184
TRK02063,Neon Hearts,Billie Eilish,Album 45,Rock,176832,54,0.664,0.862,61.0,2015-08-13,25617686
TRK02064,Midnight Dreams,Coldplay,Album 19,Indie,191731,94,0.055,0.556,95.0,2016-01-14,1566123
TRK02065,Bright Fire,Post Malone,Album 35,R&B,297203,64,0.038,0.728,117.0,2018-04-13,31363090
TRK02066,Golden Hearts,Post Malone,Album 14,Pop,121302,25,0.657,0.119,131.5,2023-06-24,14925378
TRK02067,Endless Hearts,Post Malone,Album 21,Electronic,347653,14,0.683,0.222,114.9,2020-04-11,17090156
TRK02068,Endless Memories,The Weeknd,Album 8,Rock,256720,56,0.435,0.854,153.6,2017-02-06,26935002
TRK02069,Wild Dreams,Dua Lipa,Album 4,Rock,125832,40,0.371,0.651,63.3,2022-03-17,45175252
TRK02070,Neon Memories,Billie Eilish,Album 45,Hip-Hop,263351,85,0.579,0.404,154.3,2023-09-03,48015787
TRK02071,Lost Rain,Ariana Grande,Album 5,Latin,153779,15,0.846,0.095,123.7,2020-03-24,27694688
TRK02072,Electric Dreams,Olivia Rodrigo,Album 48,Rock,353295,80,0.443,0.911,149.3,2022-08-26,13780059
TRK02073,Midnight Fire,Dua Lipa,Album 33,Pop,146390,32,0.094,0.332,61.2,2023-06-19,3044838
TRK02074,Bright Fire,Imagine Dragons,Album 33,Hip-Hop,274941,48,0.211,0.813,63.3,2015-04-02,2779145
TRK02075,Wild Hearts,The Weeknd,Album 22,Indie,182693,18,0.076,0.373,179.6,2017-09-02,32404002
TRK02076,Neon Fire,Travis Scott,Album 31,Electronic,256521,26,0.912,0.131,120.8,2022-09-17,26760722
TRK02077,Lost Dreams,Coldplay,Album 41,Electronic,354686,3,0.6,0.92,189.2,2021-08-30,48188573
TRK02078,Dark Shadows,Ariana Grande,Album 6,Indie,140941,21,0.251,0.063,77.8,2023-04-26,21561761
TRK02079,Golden Dreams,Travis Scott,Album 23,Hip-Hop,176774,75,0.714,0.333,169.7,2020-05-29,49465317
TRK02080,Bright Love,BTS,Album 14,Electronic,195725,31,0.298,0.013,113.8,2020-08-17,11909201
TRK02081,Lost Stars,Olivia Rodrigo,Album 7,Rock,278098,58,0.872,0.803,177.3,2016-05-15,29479193
TRK02082,Midnight Fire,Kendrick Lamar,Album 37,Pop,124040,42,0.496,0.038,119.7,2016-01-15,34597566
TRK02083,Neon Dreams,Kendrick Lamar,Album 18,Country,169866,50,0.28,0.978,84.5,2015-06-30,8245476
TRK02084,Dark Rain,The Weeknd,Album 17,R&B,205385,83,0.521,0.792,62.2,2022-10-10,20935025
TRK02085,Bright Dreams,Harry Styles,Album 17,Country,290544,8,0.825,0.215,147.7,2020-04-23,39483719
TRK02086,Silent Shadows,Imagine Dragons,Album 10,Rock,174052,94,0.729,0.283,187.8,2015-07-15,24564439
TRK02087,Neon Memories,Olivia Rodrigo,Album 19,Rock,311012,33,0.748,0.132,124.4,2015-02-11,13104474
TRK02088,Electric Memories,Bad Bunny,Album 1,Pop,215672,28,0.651,0.435,193.4,2016-04-20,44819364
TRK02089,Endless Shadows,Imagine Dragons,Album 17,Pop,192872,89,0.843,0.11,121.1,2023-12-29,23608838
TRK02090,Dark Dreams,Maroon 5,Album 3,Indie,300807,27,0.571,0.193,198.1,2022-04-29,11994355
TRK02091,Silent Love,Dua Lipa,Album 12,Hip-Hop,232219,88,0.37,0.538,89.8,2015-07-01,36672677
TRK02092,Dark Fire,Ed Sheeran,Album 11,Pop,184062,10,0.782,0.018,90.9,2023-11-08,44166511
TRK02093,Golden Shadows,Harry Styles,Album 11,Country,326371,82,0.881,0.492,88.9,2018-11-26,11080471
TRK02094,Midnight Rain,Ariana Grande,Album 49,Indie,193135,51,0.363,0.406,113.4,2019-08-09,34383593
TRK02095,Midnight Nights,Post Malone,Album 24,Electronic,311476,56,0.989,0.24,73.9,2017-02-17,29334525
TRK02096,Silent Shadows,SZA,Album 40,Country,235453,77,0.11,0.536,110.9,2024-05-14,27956768
TRK02097,Dark Hearts,Doja Cat,Album 34,Hip-Hop,240823,72,0.629,0.962,196.5,2017-04-03,46035434
TRK02098,Endless Echoes,Ed Sheeran,Album 21,Electronic,216182,25,0.457,0.763,82.9,2017-03-11,26456411
TRK02099,Electric Dreams,Ed Sheeran,Album 47,R&B,349289,20,0.155,0.407,142.7,2022-02-07,6919411
TRK02100,Golden Stars,Harry Styles,Album 15,Electronic,197768,24,0.435,0.679,94.0,2023-07-22,4609396
TRK02101,Bright Dreams,Taylor Swift,Album 6,Pop,341711,71,0.234,0.027,144.2,2022-04-22,22620735
TRK02102,Electric Memories,Olivia Rodrigo,Album 50,Country,322535,57,0.974,0.006,62.1,2023-10-18,36067746
TRK02103,Neon Echoes,Maroon 5,Album 2,Pop,325096,88,0.937,0.628,65.3,2021-02-03,32024131
TRK02104,Neon Dreams,Maroon 5,Album 9,Pop,126980,27,0.094,0.176,92.7,2023-02-22,13918522
TRK02105,Midnight Fire,BTS,Album 40,Latin,184975,55,0.37,0.807,76.5,2021-10-25,8505946
TRK02106,Electric Dreams,Kendrick Lamar,Album 8,Country,304402,51,0.849,0.246,176.7,2023-09-01,49709489
TRK02107,Bright Fire,Coldplay,Album 40,Country,172393,73,0.484,0.827,174.9,2018-11-13,13403296
TRK02108,Endless Hearts,Harry Styles,Album 21,R&B,308947,97,0.537,0.828,180.6,2015-01-09,7535190
TRK02109,Golden Nights,Harry Styles,Album 7,Rock,308520,21,0.254,0.727,61.3,2023-07-25,23916765
TRK02110,Electric Echoes,Ed Sheeran,Album 6,Latin,271846,30,0.542,0.147,184.3,2015-04-25,47971252
TRK02111,Wild Nights,SZA,Album 46,Indie,292515,73,0.2,0.345,147.1,2023-11-14,8061778
TRK02112,Golden Stars,SZA,Album 17,Pop,186097,80,0.914,0.11,126.6,2019-05-12,54604
TRK02113,Endless Shadows,Billie Eilish,Album 6,Country,343978,82,0.1,0.325,136.9,2019-04-18,26475965
TRK02114,Midnight Fire,Harry Styles,Album 8,Rock,288859,0,0.768,0.21,66.9,2016-04-27,18345799
TRK02115,Golden Memories,Taylor Swift,Album 11,R&B,208170,95,0.238,0.436,119.8,2016-07-30,29996569
TRK02116,Neon Dreams,Maroon 5,Album 8,Latin,152398,20,0.553,0.025,187.9,2022-12-14,22001139
TRK02117,Endless Hearts,Doja Cat,Album 49,Indie,257436,21,0.347,0.743,84.8,2022-07-11,10156020
TRK02118,Golden Hearts,Doja Cat,Album 2,Electronic,237531,97,0.121,0.376,188.5,2024-06-22,35695875
TRK02119,Wild Dreams,Kendrick Lamar,Album 39,Rock,175486,39,0.293,0.888,188.7,2024-05-14,43739924
TRK02120,Electric Stars,Olivia Rodrigo,Album 48,Country,130885,68,0.188,0.42,64.1,2015-04-27,14741756
TRK02121,Neon Memories,Justin Bieber,Album 7,Electronic,351525,100,0.831,0.757,144.5,2016-01-06,20301683
TRK02122,Electric Stars,Olivia Rodrigo,Album 6,Hip-Hop,309188,23,0.294,0.636,117.0,2015-02-13,49439726
TRK02123,Bright Fire,The Weeknd,Album 9,Latin,143560,13,0.074,0.171,60.6,2020-07-19,41804820
TRK02124,Wild Rain,Bad Bunny,Album 47,Pop,171623,99,0.569,0.52,193.3,2020-11-15,9417253
TRK02125,Endless Rain,SZA,Album 16,Indie,141039,91,0.663,0.483,120.2,2023-09-01,8661796
TRK02126,Wild Dreams,Drake,Album 7,Hip-Hop,196952,30,0.816,0.735,75.4,2016-11-01,45970340
TRK02127,Bright Love,Justin Bieber,Album 37,Hip-Hop,297376,31,0.749,0.883,137.4,2015-12-19,17726225
TRK02128,Dark Love,Ed Sheeran,Album 30,Electronic,129147,51,0.144,0.865,150.9,2020-03-10,29931238
TRK02129,Wild Rain,Taylor Swift,Album 31,Hip-Hop,195501,20,0.388,0.505,91.5,2015-06-16,1493373
TRK02130,Dark Echoes,Kendrick Lamar,Album 49,R&B,309044,20,0.538,0.421,68.8,2016-12-01,21316597
TRK02131,Neon Nights,Post Malone,Album 17,Latin,300399,38,0.88,0.544,113.8,2017-09-10,41338560
TRK02132,Silent Dreams,Justin Bieber,Album 23,R&B,174381,68,0.231,0.408,90.7,2021-06-29,26939698
TRK02133,Electric Memories,The Weeknd,Album 16,Indie,163127,1,0.244,0.221,98.7,2019-06-21,41702662
TRK02134,Midnight Shadows,Bad Bunny,Album 14,Pop,335208,9,0.289,0.108,164.3,2016-10-02,30622511
TRK02135,Midnight Fire,Drake,Album 47,R&B,189049,95,0.42,0.496,77.1,2023-07-04,27623621
TRK02136,Midnight Love,Justin Bieber,Album 19,Hip-Hop,334765,37,0.551,0.05,193.0,2020-06-11,24061155
TRK02137,Wild Dreams,Dua Lipa,Album 33,R&B,344797,32,0.469,0.848,85.1,2018-08-13,31500000
TRK02138,Endless Echoes,Ariana Grande,Album 31,Rock,194827,10,0.162,0.882,198.9,2020-07-04,11069733
TRK02139,Neon Hearts,Taylor Swift,Album 37,Rock,285252,9,0.443,0.298,138.6,2023-11-03,27527497
TRK02140,Wild Shadows,Imagine Dragons,Album 47,Country,242010,94,0.254,0.033,147.0,2020-03-07,9086384
TRK02141,Midnight Love,Taylor Swift,Album 19,Indie,215831,29,0.706,0.655,150.6,2016-04-20,2212955
TRK02142,Silent Dreams,Justin Bieber,Album 11,Latin,220076,89,0.488,0.503,158.4,2019-09-05,21828314
TRK02143,Endless Echoes,Coldplay,Album 22,R&B,236118,95,0.876,0.348,70.6,2017-06-22,1218747
TRK02144,Lost Memories,Post Malone,Album 24,Country,311647,55,0.282,0.99,135.2,2017-11-02,16067732
TRK02145,Endless Shadows,Justin Bieber,Album 39,Pop,302568,90,0.812,0.473,137.9,2017-01-08,15247483
TRK02146,Dark Fire,The Weeknd,Album 18,Latin,195380,58,0.426,0.084,110.2,2024-01-09,6972606
TRK02147,Lost Nights,Coldplay,Album 49,Indie,227436,27,0.161,0.895,145.2,2015-11-28,29236684
TRK02148,Lost Memories,BTS,Album 38,Country,297703,42,0.879,0.443,77.4,2022-06-11,46764602
TRK02149,Lost Nights,Post Malone,Album 7,R&B,225941,79,0.177,0.996,108.9,2019-11-21,24907400
TRK02150,Golden Memories,Harry Styles,Album 8,Rock,285205,72,0.035,0.897,81.2,2017-01-25,43781598
TRK02151,Dark Nights,SZA,Album 22,Latin,236565,32,0.59,0.84,102.9,2016-12-10,38551166
TRK02152,Neon Echoes,Ariana Grande,Album 20,Pop,284604,67,0.304,0.917,178.3,2020-01-31,45519044
TRK02153,Golden Hearts,Justin Bieber,Album 31,Rock,140437,50,0.625,0.403,172.7,2016-05-05,46009987
TRK02154,Lost Love,Imagine Dragons,Album 25,Electronic,319654,72,0.494,0.853,117.9,2016-02-24,1469226
TRK02155,Golden Stars,Ed Sheeran,Album 15,Latin,334608,82,0.988,0.902,112.5,2021-03-03,1095905
TRK02156,Electric Nights,Ariana Grande,Album 32,Hip-Hop,271429,21,0.241,0.185,167.8,2016-01-27,6662115
TRK02157,Silent Nights,Justin Bieber,Album 41,Indie,303946,50,0.306,0.014,190.5,2021-07-06,9909319
TRK02158,Midnight Nights,Doja Cat,Album 37,Pop,300372,29,0.425,0.139,77.1,2017-05-13,41215582
TRK02159,Bright Love,Ed Sheeran,Album 22,Indie,260427,35,0.263,0.716,172.9,2024-03-29,27830807
TRK02160,Electric Memories,Imagine Dragons,Album 22,Indie,217700,54,0.45,0.75,164.4,2015-05-12,40575050
TRK02161,Electric Dreams,Ed Sheeran,Album 7,Hip-Hop,252151,57,0.017,0.08,62.2,2017-06-02,31030117
TRK02162,Silent Fire,Bad Bunny,Album 20,Pop,146910,99,0.082,0.97,196.1,2022-05-21,30653648
TRK02163,Bright Fire,Drake,Album 44,Electronic,342512,21,0.106,0.81,152.2,2021-08-12,4128737
TRK02164,Neon Memories,Ed Sheeran,Album 40,R&B,257850,37,0.963,0.435,89.0,2023-03-07,44001277
TRK02165,Midnight Stars,Bad Bunny,Album 41,Electronic,304589,9,0.946,0.452,155.4,2015-08-09,31218808
TRK02166,Bright Hearts,Harry Styles,Album 15,Hip-Hop,275868,99,0.951,0.903,100.8,2020-08-15,33051322
TRK02167,Endless Shadows,The Weeknd,Album 18,Pop,219312,23,0.229,0.855,189.4,2018-05-15,45474678
TRK02168,Dark Dreams,Travis Scott,Album 41,Indie,263700,43,0.749,0.453,111.5,2016-04-26,34284503
TRK02169,Golden Stars,Drake,Album 39,Rock,259812,42,0.502,0.104,151.2,2018-11-09,36860633
TRK02170,Silent Stars,Olivia Rodrigo,Album 21,Pop,185629,19,0.782,0.392,158.4,2022-04-17,34840147
TRK02171,Endless Rain,Billie Eilish,Album 33,Hip-Hop,242789,20,0.454,0.194,130.7,2024-05-30,40185154
TRK02172,Silent Rain,Kendrick Lamar,Album 50,Country,153711,48,0.74,0.38,97.4,2021-06-25,8006965
TRK02173,Neon Dreams,Drake,Album 33,Pop,143143,84,0.232,0.284,80.6,2016-05-03,20721515
TRK02174,Midnight Memories,SZA,Album 3,Electronic,182633,26,0.167,0.315,146.1,2018-07-09,15492830
TRK02175,Wild Shadows,Billie Eilish,Album 23,Country,157161,6,0.565,0.795,86.9,2020-11-24,41553183
TRK02176,Dark Shadows,Doja Cat,Album 10,Indie,355493,89,0.877,0.108,161.3,2018-01-21,18852361
TRK02177,Endless Memories,Harry Styles,Album 2,Indie,314820,72,0.241,0.787,182.4,2023-07-21,42406105
TRK02178,Electric Shadows,Doja Cat,Album 29,Pop,231533,31,0.795,0.41,94.6,2015-01-26,43989178
TRK02179,Golden Stars,Coldplay,Album 40,Electronic,186490,69,0.607,0.872,194.4,2017-08-11,4724184
TRK02180,Electric Nights,Harry Styles,Album 44,Country,359293,40,0.12,0.922,125.2,2018-02-17,24910228
TRK02181,Silent Fire,Coldplay,Album 30,Hip-Hop,352839,76,0.86,0.827,95.9,2021-06-30,9596755
TRK02182,Golden Echoes,Doja Cat,Album 50,Rock,181484,19,0.829,0.927,138.5,2022-02-18,35941141
TRK02183,Wild Echoes,Ed Sheeran,Album 24,Pop,173456,21,0.184,0.032,176.2,2016-01-23,43984531
TRK02184,Midnight Hearts,Imagine Dragons,Album 39,Latin,234987,14,0.053,0.878,71.9,2021-06-20,42121364
TRK02185,Silent Dreams,Ed Sheeran,Album 29,Electronic,127562,54,0.932,0.945,123.8,2023-02-22,26361493
TRK02186,Silent Rain,The Weeknd,Album 47,Rock,211214,12,0.568,0.379,189.0,2020-12-07,45509711
TRK02187,Lost Memories,Justin Bieber,Album 10,Latin,292490,78,0.837,0.347,123.2,2022-10-29,4451020
TRK02188,Neon Dreams,The Weeknd,Album 23,R&B,160879,57,0.147,0.174,99.7,2022-01-02,8289446
TRK02189,Golden Shadows,Justin Bieber,Album 20,Country,333903,67,0.625,0.947,98.3,2024-04-05,30251125
TRK02190,Endless Love,Imagine Dragons,Album 25,Rock,136411,66,0.604,0.193,160.8,2021-07-22,10505707
TRK02191,Lost Stars,Coldplay,Album 12,Hip-Hop,315794,35,0.267,0.853,108.0,2019-01-16,14655993
TRK02192,Silent Memories,Imagine Dragons,Album 40,R&B,321047,53,0.138,0.834,148.1,2017-08-27,3940719
TRK02193,Silent Shadows,Taylor Swift,Album 46,Indie,243750,16,0.923,0.198,124.2,2021-02-06,10762230
TRK02194,Bright Memories,BTS,Album 39,Electronic,173965,19,0.607,0.249,73.6,2023-09-30,20051363
TRK02195,Electric Love,Coldplay,Album 23,Electronic,328402,71,0.084,0.697,194.6,2022-10-08,25072745
TRK02196,Midnight Love,Doja Cat,Album 4,Indie,285117,55,0.724,0.466,167.3,2023-01-11,14404686
TRK02197,Lost Stars,Ed Sheeran,Album 46,Latin,222924,73,0.099,0.301,103.9,2021-02-11,16902267
TRK02198,Electric Rain,Travis Scott,Album 3,Latin,251862,66,0.406,0.306,60.2,2017-10-28,8678317
TRK02199,Electric Nights,Olivia Rodrigo,Album 20,Rock,261653,100,0.228,0.124,107.2,2018-10-07,43289209
TRK02200,Bright Rain,Travis Scott,Album 37,Pop,167808,27,0.391,0.579,195.2,2020-01-27,15093448
TRK02201,Bright Fire,Post Malone,Album 28,Country,162530,14,0.156,0.256,70.0,2015-12-30,7615940
TRK02202,Endless Memories,BTS,Album 38,Rock,189280,94,0.559,0.475,79.0,2023-11-17,17537760
TRK02203,Silent Rain,The Weeknd,Album 34,Pop,343141,92,0.654,0.998,62.9,2020-10-09,8936543
TRK02204,Neon Nights,BTS,Album 38,Hip-Hop,266075,14,0.881,0.958,61.2,2021-01-26,1048970
TRK02205,Lost Hearts,SZA,Album 10,R&B,172017,9,0.417,0.33,165.2,2017-03-11,30298533
TRK02206,Golden Shadows,BTS,Album 21,Pop,228376,31,0.464,0.093,184.3,2020-06-02,34115864
TRK02207,Wild Nights,The Weeknd,Album 8,Indie,128670,9,0.142,0.819,98.9,2024-04-02,38827534
TRK02208,Midnight Fire,Kendrick Lamar,Album 30,Indie,142264,88,0.22,0.772,166.2,2019-01-11,21019402
TRK02209,Endless Fire,Travis Scott,Album 15,R&B,146323,55,0.386,0.681,171.6,2021-04-30,9050289
TRK02210,Electric Nights,Ariana Grande,Album 47,Electronic,243049,6,0.979,0.793,164.7,2024-12-22,23580009
TRK02211,Bright Stars,Maroon 5,Album 22,Electronic,180582,18,0.582,0.638,195.9,2016-08-15,1712054
TRK02212,Wild Love,Post Malone,Album 26,R&B,130925,32,0.686,0.407,95.3,2016-02-01,42576680
TRK02213,Electric Rain,Bad Bunny,Album 30,Indie,146334,18,0.914,0.69,167.6,2024-07-29,21878849
TRK02214,Lost Dreams,Olivia Rodrigo,Album 34,Hip-Hop,311986,42,0.822,0.908,159.1,2015-01-12,18905453
TRK02215,Bright Rain,Ed Sheeran,Album 1,R&B,219628,85,0.627,0.838,98.1,2016-10-09,16830842
TRK02216,Wild Hearts,Bad Bunny,Album 44,Indie,150065,60,0.74,0.855,131.3,2016-09-28,678812
TRK02217,Neon Dreams,Kendrick Lamar,Album 43,Pop,199290,24,0.77,0.855,112.5,2021-12-19,39386500
TRK02218,Lost Nights,Drake,Album 37,Electronic,243922,47,0.122,0.504,103.5,2018-06-12,16271701
TRK02219,Bright Love,Ed Sheeran,Album 4,Latin,120170,28,0.435,0.342,64.6,2022-04-06,45815763
TRK02220,Midnight Nights,Billie Eilish,Album 22,Rock,308238,27,0.978,0.647,143.5,2022-05-26,43943992
TRK02221,Neon Fire,Dua Lipa,Album 2,Electronic,356832,65,0.263,0.505,149.8,2019-08-06,12486371
TRK02222,Dark Rain,Coldplay,Album 41,R&B,210053,85,0.909,0.918,198.7,2022-08-28,24749534
TRK02223,Electric Hearts,Billie Eilish,Album 32,Pop,185343,86,0.703,0.351,85.3,2016-07-09,17293454
TRK02224,Electric Dreams,Imagine Dragons,Album 4,Rock,313823,31,0.37,0.001,68.6,2015-01-20,49197372
TRK02225,Electric Stars,Travis Scott,Album 31,Indie,218980,26,0.33,0.55,139.6,2016-09-02,4779018
TRK02226,Midnight Rain,Dua Lipa,Album 38,Hip-Hop,262413,17,0.254,0.016,155.3,2017-06-02,17908989
TRK02227,Bright Stars,Taylor Swift,Album 11,Rock,258081,31,0.666,0.841,101.5,2016-02-26,49407764
TRK02228,Electric Memories,Justin Bieber,Album 11,Hip-Hop,193055,0,0.522,0.076,123.9,2022-02-06,25071520
TRK02229,Dark Dreams,Olivia Rodrigo,Album 32,Country,248357,23,0.195,0.303,124.1,2015-02-12,566891
TRK02230,Endless Shadows,Dua Lipa,Album 49,R&B,132751,64,0.694,0.792,74.6,2024-07-25,39026922
TRK02231,Neon Echoes,Billie Eilish,Album 11,Rock,171999,2,0.728,0.204,161.1,2023-05-21,7525638
TRK02232,Electric Nights,Kendrick Lamar,Album 46,R&B,346185,92,0.08,0.408,94.5,2021-05-16,9045258
TRK02233,Wild Stars,Maroon 5,Album 24,Latin,337082,78,0.28,0.318,133.8,2019-12-21,3548426
TRK02234,Endless Fire,SZA,Album 3,Latin,199757,70,0.014,0.173,166.3,2020-09-19,7613510
TRK02235,Bright Love,Bad Bunny,Album 8,Rock,188695,33,0.2,0.881,129.5,2024-06-17,46998102
TRK02236,Lost Shadows,Drake,Album 46,Electronic,295010,62,0.654,0.12,135.6,2023-08-05,28063427
TRK02237,Electric Hearts,Bad Bunny,Album 27,Indie,162975,54,0.326,0.013,104.6,2024-02-17,13235549
TRK02238,Dark Stars,Billie Eilish,Album 35,Latin,124346,77,0.472,0.181,150.1,2023-10-08,11969741
TRK02239,Endless Stars,Olivia Rodrigo,Album 7,Pop,344258,28,0.631,0.781,143.2,2021-10-01,33476698
TRK02240,Golden Dreams,Justin Bieber,Album 25,Electronic,126385,16,0.965,0.197,63.8,2020-03-26,1106720
TRK02241,Dark Echoes,Drake,Album 14,Rock,225218,37,0.834,0.225,158.2,2022-10-12,43822501
TRK02242,Midnight Love,SZA,Album 33,Electronic,334608,55,0.379,0.624,164.2,2021-09-10,22132913
TRK02243,Electric Love,Ariana Grande,Album 40,Latin,182888,5,0.135,0.137,118.8,2015-01-28,14400409
TRK02244,Golden Memories,Dua Lipa,Album 7,Indie,236987,54,0.492,0.953,190.6,2018-07-01,24682900
TRK02245,Midnight Nights,Justin Bieber,Album 29,Country,221591,55,0.164,0.591,135.0,2024-01-22,30779013
TRK02246,Dark Shadows,Travis Scott,Album 15,R&B,224307,19,0.68,0.816,181.9,2018-02-26,36087577
TRK02247,Endless Dreams,Harry Styles,Album 28,Electronic,324871,65,0.994,0.946,175.9,2024-04-05,3605157
TRK02248,Bright Dreams,Doja Cat,Album 45,Country,287271,15,0.405,0.02,81.1,2022-11-26,10773679
TRK02249,Endless Echoes,Bad Bunny,Album 2,Rock,310069,16,0.174,0.411,169.5,2021-03-01,39929659
TRK02250,Bright Rain,SZA,Album 23,Hip-Hop,227582,18,0.649,0.715,169.0,2022-12-15,5642133
TRK02251,Midnight Shadows,Billie Eilish,Album 36,Country,180139,18,0.039,0.618,70.2,2020-06-19,49327352
TRK02252,Dark Nights,Bad Bunny,Album 19,R&B,253262,13,0.699,0.258,82.0,2022-11-23,22205162
TRK02253,Silent Nights,Billie Eilish,Album 27,Country,287027,53,0.696,0.382,157.1,2018-12-09,45789199
TRK02254,Lost Shadows,Ariana Grande,Album 38,Indie,344831,16,0.574,0.52,129.1,2022-06-12,109495
TRK02255,Golden Hearts,Ed Sheeran,Album 16,Country,318999,16,0.614,0.264,105.3,2023-11-23,49347794
TRK02256,Bright Nights,BTS,Album 9,R&B,135321,62,0.402,0.073,150.2,2015-07-22,39927785
TRK02257,Midnight Memories,Dua Lipa,Album 2,Electronic,324900,74,0.321,0.261,198.2,2015-11-06,11802381
TRK02258,Lost Memories,BTS,Album 31,Indie,250944,5,0.958,0.678,168.3,2019-12-02,13284153
TRK02259,Bright Fire,BTS,Album 29,Latin,239567,47,0.362,0.856,126.6,2022-08-19,18171706
